Entity,Code,Year,Annual CO₂ emissions from coal
Oceania,,1903,14219984
Oceania,,1904,14809941
Oceania,,1905,15407175
Oceania,,1906,18041536
Oceania,,1907,19349584
Oceania,,1908,20716254
Oceania,,1909,18594800
Oceania,,1910,22339408
Oceania,,1911,23848976
Oceania,,1912,25648000
Oceania,,1913,26604304
Oceania,,1914,29561152
Oceania,,1915,26725216
Oceania,,1916,24310640
Oceania,,1917,25376864
Oceania,,1918,27483664
Oceania,,1919,25867840
Oceania,,1920,29290016
Oceania,,1921,26651936
Oceania,,1922,27905024
Oceania,,1923,28685456
Oceania,,1924,31059728
Oceania,,1925,32323808
Oceania,,1926,32125952
Oceania,,1927,33390032
Oceania,,1928,30521200
Oceania,,1929,28091888
Oceania,,1930,26450416
Oceania,,1931,23508294
Oceania,,1932,23680432
Oceania,,1933,24874992
Oceania,,1934,26468740
Oceania,,1935,29037258
Oceania,,1936,30821568
Oceania,,1937,32781854
Oceania,,1938,31990360
Oceania,,1939,36149024
Oceania,,1940,33338864
Oceania,,1941,39094960
Oceania,,1942,41209090
Oceania,,1943,40051204
Oceania,,1944,39347696
Oceania,,1945,37849040
Oceania,,1946,40476210
Oceania,,1947,42912770
Oceania,,1948,43290244
Oceania,,1949,42594090
Oceania,,1950,50009936
Oceania,,1951,51559972
Oceania,,1952,53424412
Oceania,,1953,54059292
Oceania,,1954,57277932
Oceania,,1955,57480830
Oceania,,1956,58069920
Oceania,,1957,58279332
Oceania,,1958,59195584
Oceania,,1959,63317584
Oceania,,1960,66219470
Oceania,,1961,63581316
Oceania,,1962,63594348
Oceania,,1963,65270380
Oceania,,1964,68923180
Oceania,,1965,70467230
Oceania,,1966,73703060
Oceania,,1967,74644344
Oceania,,1968,76629250
Oceania,,1969,78118360
Oceania,,1970,80708936
Oceania,,1971,78206700
Oceania,,1972,78982870
Oceania,,1973,84631416
Oceania,,1974,85130376
Oceania,,1975,89896240
Oceania,,1976,90200610
Oceania,,1977,96004660
Oceania,,1978,97854810
Oceania,,1979,98826440
Oceania,,1980,106207770
Oceania,,1981,109065970
Oceania,,1982,111827550
Oceania,,1983,109769650
Oceania,,1984,113684760
Oceania,,1985,123785740
Oceania,,1986,122772820
Oceania,,1987,130711380
Oceania,,1988,135771170
Oceania,,1989,145919300
Oceania,,1990,147036540
Oceania,,1991,151107180
Oceania,,1992,155355040
Oceania,,1993,155466220
Oceania,,1994,156602020
Oceania,,1995,160924050
Oceania,,1996,165712430
Oceania,,1997,172991550
Oceania,,1998,182518220
Oceania,,1999,188201360
Oceania,,2000,190911730
Oceania,,2001,196207630
Oceania,,2002,197329920
Oceania,,2003,203984100
Oceania,,2004,210969520
Oceania,,2005,210312200
Oceania,,2006,213933650
Oceania,,2007,210924480
Oceania,,2008,213627220
Oceania,,2009,213255470
Oceania,,2010,207416660
Oceania,,2011,199141230
Oceania,,2012,197469940
Oceania,,2013,183845710
Oceania,,2014,175615440
Oceania,,2015,181748260
Oceania,,2016,186709090
Oceania,,2017,184612270
Oceania,,2018,177660660
Oceania,,2019,173547760
Oceania,,2020,164675940
Oceania,,2021,160305900
Oceania,,2022,153063760
Oceania,,2023,147461870
Oceania,,2024,151257800
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,299
Oman,OMN,2003,330
Oman,OMN,2004,1166
Oman,OMN,2005,3940.0002
Oman,OMN,2006,34
Oman,OMN,2007,2702
Oman,OMN,2008,8567
Oman,OMN,2009,25133
Oman,OMN,2010,28557
Oman,OMN,2011,27457
Oman,OMN,2012,14147
Oman,OMN,2013,20535
Oman,OMN,2014,14811
Oman,OMN,2015,214101
Oman,OMN,2016,185825
Oman,OMN,2017,166151
Oman,OMN,2018,110548
Oman,OMN,2019,191278
Oman,OMN,2020,328546
Oman,OMN,2021,165098
Oman,OMN,2022,23675
Oman,OMN,2023,17593
Oman,OMN,2024,23077
Pakistan,PAK,1946,633646
Pakistan,PAK,1947,535545
Pakistan,PAK,1948,415857
Pakistan,PAK,1949,524546
Pakistan,PAK,1950,3354835
Pakistan,PAK,1951,4327737
Pakistan,PAK,1952,4470758
Pakistan,PAK,1953,4186532
Pakistan,PAK,1954,3867612
Pakistan,PAK,1955,3720918
Pakistan,PAK,1956,4606786
Pakistan,PAK,1957,4255472
Pakistan,PAK,1958,4654787
Pakistan,PAK,1959,3948817
Pakistan,PAK,1960,5161662
Pakistan,PAK,1961,5086867
Pakistan,PAK,1962,5422550
Pakistan,PAK,1963,5864608
Pakistan,PAK,1964,5720690
Pakistan,PAK,1965,5416845
Pakistan,PAK,1966,4689665
Pakistan,PAK,1967,4604165
Pakistan,PAK,1968,5000669
Pakistan,PAK,1969,4585973
Pakistan,PAK,1970,4257768
Pakistan,PAK,1971,3751905
Pakistan,PAK,1972,2513504
Pakistan,PAK,1973,2432451
Pakistan,PAK,1974,2293664
Pakistan,PAK,1975,2366944
Pakistan,PAK,1976,2018863.9
Pakistan,PAK,1977,2308320
Pakistan,PAK,1978,2355952
Pakistan,PAK,1979,2623424
Pakistan,PAK,1980,3484464
Pakistan,PAK,1981,3616368
Pakistan,PAK,1982,4639079
Pakistan,PAK,1983,4154976
Pakistan,PAK,1984,4807579
Pakistan,PAK,1985,5796448
Pakistan,PAK,1986,6269104
Pakistan,PAK,1987,6441312
Pakistan,PAK,1988,7107712
Pakistan,PAK,1989,7082512
Pakistan,PAK,1990,8530249
Pakistan,PAK,1991,8023728.5
Pakistan,PAK,1992,8360825.5
Pakistan,PAK,1993,8463840
Pakistan,PAK,1994,9207632
Pakistan,PAK,1995,8331936
Pakistan,PAK,1996,9357856
Pakistan,PAK,1997,8573760
Pakistan,PAK,1998,8182020
Pakistan,PAK,1999,8592395
Pakistan,PAK,2000,8192421
Pakistan,PAK,2001,8042480.5
Pakistan,PAK,2002,7742032
Pakistan,PAK,2003,8841232
Pakistan,PAK,2004,11922656
Pakistan,PAK,2005,11446336
Pakistan,PAK,2006,12050896
Pakistan,PAK,2007,16066641
Pakistan,PAK,2008,12886602
Pakistan,PAK,2009,11446055
Pakistan,PAK,2010,11021312
Pakistan,PAK,2011,12003264
Pakistan,PAK,2012,10368869
Pakistan,PAK,2013,10317824
Pakistan,PAK,2014,13117437
Pakistan,PAK,2015,12505547
Pakistan,PAK,2016,22613740
Pakistan,PAK,2017,37259216
Pakistan,PAK,2018,46209532
Pakistan,PAK,2019,44715456
Pakistan,PAK,2020,52010480
Pakistan,PAK,2021,62291664
Pakistan,PAK,2022,59540000
Pakistan,PAK,2023,51091572
Pakistan,PAK,2024,45250452
Panama,PAN,1904,2221
Panama,PAN,1905,2762
Panama,PAN,1906,4886
Panama,PAN,1907,9015
Panama,PAN,1908,10721
Panama,PAN,1909,12424
Panama,PAN,1910,14648
Panama,PAN,1911,14732
Panama,PAN,1912,14463
Panama,PAN,1913,12611
Panama,PAN,1914,10698
Panama,PAN,1915,12011
Panama,PAN,1916,14658
Panama,PAN,1917,16722
Panama,PAN,1918,14753
Panama,PAN,1919,2565
Panama,PAN,1920,4912
Panama,PAN,1921,7133
Panama,PAN,1922,3534
Panama,PAN,1923,634
Panama,PAN,1924,8000.0005
Panama,PAN,1925,11475
Panama,PAN,1926,17123
Panama,PAN,1927,13278
Panama,PAN,1928,12483
Panama,PAN,1929,15499
Panama,PAN,1930,11198
Panama,PAN,1931,8774
Panama,PAN,1932,6876
Panama,PAN,1933,5386
Panama,PAN,1934,4222
Panama,PAN,1935,3309
Panama,PAN,1936,2593
Panama,PAN,1937,2031.0001
Panama,PAN,1938,1590
Panama,PAN,1939,1246
Panama,PAN,1940,977
Panama,PAN,1941,767
Panama,PAN,1942,767
Panama,PAN,1943,382
Panama,PAN,1944,382
Panama,PAN,1945,382
Panama,PAN,1946,382
Panama,PAN,1947,382
Panama,PAN,1948,382
Panama,PAN,1949,382
Panama,PAN,1950,382
Panama,PAN,1951,0
Panama,PAN,1952,0
Panama,PAN,1953,0
Panama,PAN,1954,0
Panama,PAN,1955,0
Panama,PAN,1956,0
Panama,PAN,1957,0
Panama,PAN,1958,0
Panama,PAN,1959,0
Panama,PAN,1960,0
Panama,PAN,1961,0
Panama,PAN,1962,0
Panama,PAN,1963,0
Panama,PAN,1964,0
Panama,PAN,1965,0
Panama,PAN,1966,3670
Panama,PAN,1967,7328
Panama,PAN,1968,3674
Panama,PAN,1969,11009
Panama,PAN,1970,0
Panama,PAN,1971,3664
Panama,PAN,1972,21984
Panama,PAN,1973,32976
Panama,PAN,1974,10992
Panama,PAN,1975,3664
Panama,PAN,1976,0
Panama,PAN,1977,0
Panama,PAN,1978,0
Panama,PAN,1979,0
Panama,PAN,1980,3664
Panama,PAN,1981,7328
Panama,PAN,1982,7328
Panama,PAN,1983,7328
Panama,PAN,1984,25648
Panama,PAN,1985,0
Panama,PAN,1986,21984
Panama,PAN,1987,91600
Panama,PAN,1988,69616
Panama,PAN,1989,29269
Panama,PAN,1990,91600
Panama,PAN,1991,128240.01
Panama,PAN,1992,128354
Panama,PAN,1993,139232
Panama,PAN,1994,142896
Panama,PAN,1995,95264
Panama,PAN,1996,263808
Panama,PAN,1997,150343
Panama,PAN,1998,157552
Panama,PAN,1999,157655
Panama,PAN,2000,157653
Panama,PAN,2001,168544
Panama,PAN,2002,120836
Panama,PAN,2010,0
Panama,PAN,2011,553264
Panama,PAN,2012,754784
Panama,PAN,2013,795088
Panama,PAN,2014,821016
Panama,PAN,2015,828064
Panama,PAN,2016,732800
Panama,PAN,2017,205105
Panama,PAN,2018,509500.97
Panama,PAN,2019,2095808
Panama,PAN,2020,2253360
Panama,PAN,2021,2147104
Panama,PAN,2022,2092814
Panama,PAN,2023,2456035
Panama,PAN,2024,1754421
Papua New Guinea,PNG,1970,0
Papua New Guinea,PNG,1971,0
Papua New Guinea,PNG,1972,0
Papua New Guinea,PNG,1973,0
Papua New Guinea,PNG,1974,0
Papua New Guinea,PNG,1975,0
Papua New Guinea,PNG,1976,0
Papua New Guinea,PNG,1977,0
Papua New Guinea,PNG,1978,0
Papua New Guinea,PNG,1979,0
Papua New Guinea,PNG,1980,0
Papua New Guinea,PNG,1981,0
Papua New Guinea,PNG,1982,0
Papua New Guinea,PNG,1983,0
Papua New Guinea,PNG,1984,0
Papua New Guinea,PNG,1985,3664
Papua New Guinea,PNG,1986,3664
Papua New Guinea,PNG,1987,3664
Papua New Guinea,PNG,1988,3664
Papua New Guinea,PNG,1989,3664
Papua New Guinea,PNG,1990,3658
Papua New Guinea,PNG,1991,3664
Papua New Guinea,PNG,1992,3658
Papua New Guinea,PNG,1993,3664
Papua New Guinea,PNG,1994,3664
Papua New Guinea,PNG,1995,3657
Papua New Guinea,PNG,1996,3664
Papua New Guinea,PNG,1997,3664
Papua New Guinea,PNG,1998,3664
Paraguay,PRY,1890,0
Paraguay,PRY,1891,0
Paraguay,PRY,1892,0
Paraguay,PRY,1893,0
Paraguay,PRY,1894,0
Paraguay,PRY,1895,0
Paraguay,PRY,1896,0
Paraguay,PRY,1897,0
Paraguay,PRY,1898,0
Paraguay,PRY,1899,0
Paraguay,PRY,1900,3
Paraguay,PRY,1901,0
Paraguay,PRY,1902,0
Paraguay,PRY,1903,0
Paraguay,PRY,1904,0
Paraguay,PRY,1905,0
Paraguay,PRY,1906,0
Paraguay,PRY,1907,0
Paraguay,PRY,1908,0
Paraguay,PRY,1909,0
Paraguay,PRY,1910,0
Paraguay,PRY,1911,385
Paraguay,PRY,1912,0
Paraguay,PRY,1913,0
Paraguay,PRY,1914,0
Paraguay,PRY,1915,0
Paraguay,PRY,1916,0
Paraguay,PRY,1917,0
Paraguay,PRY,1918,5
Paraguay,PRY,1919,10
Paraguay,PRY,1920,18097
Paraguay,PRY,1921,0
Paraguay,PRY,1922,74
Paraguay,PRY,1923,80
Paraguay,PRY,1924,62
Paraguay,PRY,1925,59
Paraguay,PRY,1926,62
Paraguay,PRY,1927,0
Paraguay,PRY,1928,0
Paraguay,PRY,1929,0
Paraguay,PRY,1930,0
Paraguay,PRY,1931,1762
Paraguay,PRY,1932,4327
Paraguay,PRY,1933,6738
Paraguay,PRY,1934,8038
Paraguay,PRY,1935,7274
Paraguay,PRY,1936,11867
Paraguay,PRY,1937,11100
Paraguay,PRY,1938,11485
Paraguay,PRY,1939,10336
Paraguay,PRY,1940,2680
Paraguay,PRY,1941,1913
Paraguay,PRY,1942,382
Paraguay,PRY,1943,1149
Paraguay,PRY,1944,0
Paraguay,PRY,1945,382
Paraguay,PRY,1946,0
Paraguay,PRY,1947,382
Paraguay,PRY,1948,382
Paraguay,PRY,1949,767
Paraguay,PRY,1950,382
Paraguay,PRY,1951,382
Paraguay,PRY,1952,382
Paraguay,PRY,1953,0
Paraguay,PRY,1954,0
Paraguay,PRY,1955,0
Paraguay,PRY,1956,0
Paraguay,PRY,1957,0
Paraguay,PRY,1958,0
Paraguay,PRY,1959,0
Paraguay,PRY,1960,0
Paraguay,PRY,2004,0
Paraguay,PRY,2005,0
Paraguay,PRY,2006,0
Paraguay,PRY,2007,0
Paraguay,PRY,2008,0
Paraguay,PRY,2009,0
Paraguay,PRY,2010,0
Paraguay,PRY,2011,3664
Paraguay,PRY,2012,3664
Paraguay,PRY,2013,0
Paraguay,PRY,2014,0
Paraguay,PRY,2015,10992
Paraguay,PRY,2016,3664
Paraguay,PRY,2017,3664
Paraguay,PRY,2018,14650
Paraguay,PRY,2019,3664
Paraguay,PRY,2020,3664
Paraguay,PRY,2021,3664
Paraguay,PRY,2022,0
Paraguay,PRY,2023,0
Paraguay,PRY,2024,0
Peru,PER,1856,50729
Peru,PER,1857,62158
Peru,PER,1858,44946
Peru,PER,1859,33271
Peru,PER,1860,57723
Peru,PER,1861,80414
Peru,PER,1862,70622
Peru,PER,1863,70701
Peru,PER,1864,128768
Peru,PER,1865,138086
Peru,PER,1866,163344
Peru,PER,1867,91191
Peru,PER,1868,194874
Peru,PER,1869,132280
Peru,PER,1870,244046
Peru,PER,1871,288486
Peru,PER,1872,507305.03
Peru,PER,1873,473529
Peru,PER,1874,328648
Peru,PER,1875,316671
Peru,PER,1876,237470
Peru,PER,1877,210498
Peru,PER,1878,207574
Peru,PER,1879,233907
Peru,PER,1880,122605
Peru,PER,1881,123677
Peru,PER,1882,179290
Peru,PER,1883,171303
Peru,PER,1884,229106
Peru,PER,1885,148584
Peru,PER,1886,135501
Peru,PER,1887,200662
Peru,PER,1888,463108
Peru,PER,1889,158079
Peru,PER,1890,173270
Peru,PER,1891,124290
Peru,PER,1892,152960
Peru,PER,1893,114718
Peru,PER,1894,111364
Peru,PER,1895,99940
Peru,PER,1896,90986
Peru,PER,1897,65114.996
Peru,PER,1898,114403
Peru,PER,1899,160087
Peru,PER,1900,166235
Peru,PER,1901,180416
Peru,PER,1902,196512
Peru,PER,1903,214181
Peru,PER,1904,340577
Peru,PER,1905,267080
Peru,PER,1906,290543
Peru,PER,1907,634031
Peru,PER,1908,1118576
Peru,PER,1909,972436
Peru,PER,1910,919778
Peru,PER,1911,1019266.94
Peru,PER,1912,828028
Peru,PER,1913,865717
Peru,PER,1914,848305
Peru,PER,1915,806914
Peru,PER,1916,1055608
Peru,PER,1917,1174845
Peru,PER,1918,1002408
Peru,PER,1919,1100789
Peru,PER,1920,1112243
Peru,PER,1921,1048208
Peru,PER,1922,923454
Peru,PER,1923,749335
Peru,PER,1924,495701
Peru,PER,1925,347746
Peru,PER,1926,521147
Peru,PER,1927,531624
Peru,PER,1928,501711
Peru,PER,1929,647804
Peru,PER,1930,569999
Peru,PER,1931,467012
Peru,PER,1932,114839
Peru,PER,1933,126324
Peru,PER,1934,153119
Peru,PER,1935,302410
Peru,PER,1936,290925
Peru,PER,1937,298581
Peru,PER,1938,229678
Peru,PER,1939,302410
Peru,PER,1940,310066
Peru,PER,1941,313893
Peru,PER,1942,390452
Peru,PER,1943,428732
Peru,PER,1944,432561
Peru,PER,1945,459356
Peru,PER,1946,470841
Peru,PER,1947,474668
Peru,PER,1948,455529
Peru,PER,1949,413420
Peru,PER,1950,329205
Peru,PER,1951,351744
Peru,PER,1952,443031
Peru,PER,1953,410368
Peru,PER,1954,439422
Peru,PER,1955,322432
Peru,PER,1956,329760
Peru,PER,1957,271136
Peru,PER,1958,549600
Peru,PER,1959,340752
Peru,PER,1960,351586
Peru,PER,1961,432352
Peru,PER,1962,406704
Peru,PER,1963,318654
Peru,PER,1964,337088
Peru,PER,1965,296875
Peru,PER,1966,377288
Peru,PER,1967,421360
Peru,PER,1968,421360
Peru,PER,1969,747277
Peru,PER,1970,465424
Peru,PER,1971,479984
Peru,PER,1972,432352
Peru,PER,1973,582576
Peru,PER,1974,586341
Peru,PER,1975,714480
Peru,PER,1976,476320
Peru,PER,1977,560504
Peru,PER,1978,476398
Peru,PER,1979,523952
Peru,PER,1980,523952
Peru,PER,1981,538526
Peru,PER,1982,593568
Peru,PER,1983,480070
Peru,PER,1984,381056
Peru,PER,1985,703356
Peru,PER,1986,663184
Peru,PER,1987,600811
Peru,PER,1988,974482
Peru,PER,1989,688832
Peru,PER,1990,542272
Peru,PER,1991,967124
Peru,PER,1992,1047904
Peru,PER,1993,1579184
Peru,PER,1994,1245760
Peru,PER,1995,1392529
Peru,PER,1996,1315376
Peru,PER,1997,1264080
Peru,PER,1998,1465600
Peru,PER,1999,1410640
Peru,PER,2000,1971474
Peru,PER,2001,2059168.1
Peru,PER,2002,2795632
Peru,PER,2003,2766320
Peru,PER,2004,3249968
Peru,PER,2005,3418855
Peru,PER,2006,2868912
Peru,PER,2007,3605376
Peru,PER,2008,3389200
Peru,PER,2009,3055556
Peru,PER,2010,3301264
Peru,PER,2011,3129056
Peru,PER,2012,2898224
Peru,PER,2013,3370880
Peru,PER,2014,3048677
Peru,PER,2015,3088518
Peru,PER,2016,3213328
Peru,PER,2017,2806624
Peru,PER,2018,2502678
Peru,PER,2019,2572128
Peru,PER,2020,1883296
Peru,PER,2021,2649072
Peru,PER,2022,2804279
Peru,PER,2023,2619064
Peru,PER,2024,2362770
Philippines,PHL,1907,7328
Philippines,PHL,1908,18320
Philippines,PHL,1909,54960
Philippines,PHL,1910,51296
Philippines,PHL,1911,36640
Philippines,PHL,1912,3664
Philippines,PHL,1913,7328
Philippines,PHL,1914,18320
Philippines,PHL,1915,54960
Philippines,PHL,1916,51296
Philippines,PHL,1917,10992
Philippines,PHL,1918,29312
Philippines,PHL,1919,58624
Philippines,PHL,1920,102592
Philippines,PHL,1921,69616
Philippines,PHL,1922,76944
Philippines,PHL,1923,76944
Philippines,PHL,1924,84272
Philippines,PHL,1925,84272
Philippines,PHL,1926,51296
Philippines,PHL,1927,40304
Philippines,PHL,1928,47632
Philippines,PHL,1929,30940
Philippines,PHL,1930,36640
Philippines,PHL,1931,32976
Philippines,PHL,1932,31657
Philippines,PHL,1933,29312
Philippines,PHL,1934,40304
Philippines,PHL,1935,43968
Philippines,PHL,1936,54960
Philippines,PHL,1937,47632
Philippines,PHL,1938,73280
Philippines,PHL,1939,84272
Philippines,PHL,1940,113584
Philippines,PHL,1946,84272
Philippines,PHL,1947,131904
Philippines,PHL,1948,157552
Philippines,PHL,1949,219840
Philippines,PHL,1950,183200
Philippines,PHL,1951,172208
Philippines,PHL,1952,146560
Philippines,PHL,1953,175872
Philippines,PHL,1954,135568
Philippines,PHL,1955,153803
Philippines,PHL,1956,179641
Philippines,PHL,1957,216176
Philippines,PHL,1958,131904
Philippines,PHL,1959,168544
Philippines,PHL,1960,179536
Philippines,PHL,1961,179611
Philippines,PHL,1962,212512
Philippines,PHL,1963,201520
Philippines,PHL,1964,150224
Philippines,PHL,1965,150263
Philippines,PHL,1966,135568
Philippines,PHL,1967,106256
Philippines,PHL,1968,87936
Philippines,PHL,1969,76944
Philippines,PHL,1970,84272
Philippines,PHL,1971,76944
Philippines,PHL,1972,76944
Philippines,PHL,1973,62288
Philippines,PHL,1974,113584
Philippines,PHL,1975,150224
Philippines,PHL,1976,172208
Philippines,PHL,1977,721808
Philippines,PHL,1978,882938
Philippines,PHL,1979,1099200
Philippines,PHL,1980,1348352
Philippines,PHL,1981,1293529
Philippines,PHL,1982,1608496
Philippines,PHL,1983,2198400
Philippines,PHL,1984,3561408
Philippines,PHL,1985,3638352
Philippines,PHL,1986,2931200
Philippines,PHL,1987,3455152
Philippines,PHL,1988,3935518
Philippines,PHL,1989,3330264
Philippines,PHL,1990,3162313
Philippines,PHL,1991,3689648
Philippines,PHL,1992,3869184
Philippines,PHL,1993,3810560
Philippines,PHL,1994,3762928
Philippines,PHL,1995,4250240
Philippines,PHL,1996,5452032
Philippines,PHL,1997,6338389
Philippines,PHL,1998,6404672
Philippines,PHL,1999,11420075
Philippines,PHL,2000,15847602
Philippines,PHL,2001,16183887
Philippines,PHL,2002,14102736
Philippines,PHL,2003,14677984
Philippines,PHL,2004,15956720
Philippines,PHL,2005,18631440
Philippines,PHL,2006,17510256
Philippines,PHL,2007,21535878
Philippines,PHL,2008,25105728
Philippines,PHL,2009,23962560
Philippines,PHL,2010,27769456
Philippines,PHL,2011,30518792
Philippines,PHL,2012,31933082
Philippines,PHL,2013,39508910
Philippines,PHL,2014,42035544
Philippines,PHL,2015,45820492
Philippines,PHL,2016,50684110
Philippines,PHL,2017,60930664
Philippines,PHL,2018,64171296
Philippines,PHL,2019,68894190
Philippines,PHL,2020,69304560
Philippines,PHL,2021,74705300
Philippines,PHL,2022,75346500
Philippines,PHL,2023,84105100
Philippines,PHL,2024,92142400
Poland,POL,1800,406704
Poland,POL,1801,443344
Poland,POL,1802,450672
Poland,POL,1803,461664
Poland,POL,1804,458000
Poland,POL,1805,571584
Poland,POL,1806,520288
Poland,POL,1807,377392
Poland,POL,1808,501968.03
Poland,POL,1809,472656
Poland,POL,1810,567920
Poland,POL,1811,589904
Poland,POL,1812,454336
Poland,POL,1813,381056
Poland,POL,1814,501968.03
Poland,POL,1815,589904
Poland,POL,1816,677840
Poland,POL,1817,743792
Poland,POL,1818,923328
Poland,POL,1819,758448
Poland,POL,1820,747456
Poland,POL,1821,828064
Poland,POL,1822,908672
Poland,POL,1823,1220112
Poland,POL,1824,1275072
Poland,POL,1825,1326368
Poland,POL,1826,1220112
Poland,POL,1827,1308048
Poland,POL,1828,1209120
Poland,POL,1829,1066224
Poland,POL,1830,989280
Poland,POL,1831,809744
Poland,POL,1832,1033247.94
Poland,POL,1833,1073552
Poland,POL,1834,1128512
Poland,POL,1835,1209120
Poland,POL,1836,1370336
Poland,POL,1837,1472928
Poland,POL,1838,1586512
Poland,POL,1839,1681776
Poland,POL,1840,1967568
Poland,POL,1841,2139776
Poland,POL,1842,2282672
Poland,POL,1843,2246032
Poland,POL,1844,2392592
Poland,POL,1845,2791968
Poland,POL,1846,2949520
Poland,POL,1847,3022800
Poland,POL,1848,3044784
Poland,POL,1849,3004480
Poland,POL,1850,3202336
Poland,POL,1851,3458816
Poland,POL,1852,4129327.8
Poland,POL,1853,4316192
Poland,POL,1854,4777856
Poland,POL,1855,5620576
Poland,POL,1856,6316736
Poland,POL,1857,6716112
Poland,POL,1858,7705392
Poland,POL,1859,7111824
Poland,POL,1860,7485552
Poland,POL,1861,7668752
Poland,POL,1862,8804592
Poland,POL,1863,10054016
Poland,POL,1864,11219168
Poland,POL,1865,12420960
Poland,POL,1866,12153488
Poland,POL,1867,13292992
Poland,POL,1868,15117664
Poland,POL,1869,15612304
Poland,POL,1870,16663872
Poland,POL,1871,18972192
Poland,POL,1872,20631984
Poland,POL,1873,22350400
Poland,POL,1874,24431562
Poland,POL,1875,23991872
Poland,POL,1876,24519488
Poland,POL,1877,23061216
Poland,POL,1878,24259344
Poland,POL,1879,26395456
Poland,POL,1880,26248896
Poland,POL,1881,26109664
Poland,POL,1882,27102608
Poland,POL,1883,29773664
Poland,POL,1884,31030416
Poland,POL,1885,32400754
Poland,POL,1886,33302098
Poland,POL,1887,33529248
Poland,POL,1888,37303164
Poland,POL,1889,40300316
Poland,POL,1890,41586400
Poland,POL,1891,45074530
Poland,POL,1892,42821188
Poland,POL,1893,45041550
Poland,POL,1894,45690080
Poland,POL,1895,48375790
Poland,POL,1896,51688050
Poland,POL,1897,54146590
Poland,POL,1898,58836450
Poland,POL,1899,60935984
Poland,POL,1900,62240370
Poland,POL,1901,65655212
Poland,POL,1902,63892830
Poland,POL,1903,66424660
Poland,POL,1904,66853348
Poland,POL,1905,72448270
Poland,POL,1906,76431040
Poland,POL,1907,83740720
Poland,POL,1908,87752800
Poland,POL,1909,89134130
Poland,POL,1910,89127010
Poland,POL,1911,95128430
Poland,POL,1912,107424820
Poland,POL,1913,112788910
Poland,POL,1914,94314920
Poland,POL,1915,92417070
Poland,POL,1916,106028740
Poland,POL,1917,118405820
Poland,POL,1918,99155170
Poland,POL,1919,175872
Poland,POL,1920,73756190
Poland,POL,1921,72935580
Poland,POL,1922,69923680
Poland,POL,1923,50673252
Poland,POL,1924,45942896
Poland,POL,1925,45664430
Poland,POL,1926,46184572
Poland,POL,1927,58411490
Poland,POL,1928,59990670
Poland,POL,1929,70019040
Poland,POL,1930,53794850
Poland,POL,1931,52398864
Poland,POL,1932,39981570
Poland,POL,1933,41135730
Poland,POL,1934,43037344
Poland,POL,1935,43839760
Poland,POL,1936,47474624
Poland,POL,1937,53662944
Poland,POL,1938,56700204
Poland,POL,1939,49826736
Poland,POL,1940,165638450
Poland,POL,1941,164059280
Poland,POL,1942,180455660
Poland,POL,1943,196339100
Poland,POL,1944,187801950
Poland,POL,1945,58807240
Poland,POL,1946,102756880
Poland,POL,1947,89467550
Poland,POL,1948,86199260
Poland,POL,1949,102577450
Poland,POL,1950,108927060
Poland,POL,1951,118438696
Poland,POL,1952,124081360
Poland,POL,1953,134644670
Poland,POL,1954,141763820
Poland,POL,1955,147681330
Poland,POL,1956,159446290
Poland,POL,1957,170936590
Poland,POL,1958,168555170
Poland,POL,1959,180448340
Poland,POL,1960,188838900
Poland,POL,1961,194767250
Poland,POL,1962,202256460
Poland,POL,1963,215472510
Poland,POL,1964,224632510
Poland,POL,1965,225588820
Poland,POL,1966,228926720
Poland,POL,1967,232656290
Poland,POL,1968,244330180
Poland,POL,1969,258172770
Poland,POL,1970,261514340
Poland,POL,1971,267834750
Poland,POL,1972,280948740
Poland,POL,1973,281182100
Poland,POL,1974,288939360
Poland,POL,1975,310033020
Poland,POL,1976,327191520
Poland,POL,1977,341884200
Poland,POL,1978,351846600
Poland,POL,1979,358845540
Poland,POL,1980,380902800
Poland,POL,1981,336457800
Poland,POL,1982,349743460
Poland,POL,1983,350747400
Poland,POL,1984,366154500
Poland,POL,1985,379029820
Poland,POL,1986,383071200
Poland,POL,1987,394737380
Poland,POL,1988,377571520
Poland,POL,1989,355931940
Poland,POL,1990,302284350
Poland,POL,1991,303094370
Poland,POL,1992,293860400
Poland,POL,1993,293178500
Poland,POL,1994,283682620
Poland,POL,1995,282564670
Poland,POL,1996,293186100
Poland,POL,1997,277515800
Poland,POL,1998,251777220
Poland,POL,1999,239662910
Poland,POL,2000,228826770
Poland,POL,2001,226152060
Poland,POL,2002,219897200
Poland,POL,2003,226405780
Poland,POL,2004,226423710
Poland,POL,2005,222637680
Poland,POL,2006,232308060
Poland,POL,2007,227707330
Poland,POL,2008,220472080
Poland,POL,2009,209073550
